,date,title,head_titel,main_content,ID
760,Published On 28 Oct 2021,Qatar signs deal with Accor to manage World Cup fan accommodation,"Agreement will see Europe’s largest hotel group manage apartments, villas that house fans during the 2022 World Cup.",".Qatar has reached a deal with the hotel group Accor to manage apartments and villas that will house fans visiting Qatar during next year’s World Cup, the Cup’s organising committee has said. .Qatar’s Supreme Committee for Delivery & Legacy on Thursday said in a statement it had signed an agreement with Europe’s largest hotel group Accor to run operations and services across its host country real estate portfolio through the end of 2022. .The decision to make full use of the Gulf Arab state’s existing residential and apartments and villas will ensure that the country will have “a sustainable hotel market that does not leave Qatar with excess permanent hotel rooms post-2022,” Hassan al-Thawadi, who heads Qatar’s organising body. was quoted as saying. .Accor will provide the staff to manage and operate more than 60,000 rooms in apartments and villas scattered across the Gulf Arab state, a separate Qatari official told the news agency Reuters. .World Cup organisers hope to attract 1.2 million visitors to Qatar during the 28-day event, which kicks off next November. But Qatar has fewer than 30,000 hotel rooms in operation, according to data published in August by the Qatar National Tourism Authority. .Qatar is home to 2.9 million people, 85 percent of whom are foreigners. .As the world’s largest producer of liquified natural gas, Qatar has among the highest per capita incomes in the world.",760
761,Published On 22 Oct 2021,Qatar 2022: Al Thumama Stadium inaugurated for Amir Cup final,"Al Sadd beat Al Rayyan in the Amir Cup final, the first match at the latest Qatar 2022 stadium to be inaugurated.",".Doha, Qatar – Al Sadd beat Al Rayyan 5-4 on penalties to win the Amir Cup 2021 with the final also marking the inauguration of Al Thumama Stadium, a Qatar 2022 World Cup venue. .Yacine Brahimi converted a penalty in the 44th minute to open the scoring for Al Rayyan. .The incident proved controversial as Al Sadd had earlier been refused a clear penalty, with the referee refusing the players’ plea to consult VAR. .However, Al Sadd were awarded a spot-kick in the second half and Santi Cazorla’s cool finish brought them back on level terms. .As neither team were able to score the winner in normal time, the match went to penalties. .Both set of players managed to find the back off the net from the first six kicks. However, Al Sadd’s goalkeeper, Saad al-Sheeb, blocked Al Rayyan’s fourth spot-kick, taken by Iran’s Shojae Khalilzadeh, with Jung Woo-young then scoring off the next kick to seal the title for his side. .The win handed Al Sadd’s coach Xavi Hernandez, the former Spain and Barcelona midfielder, his seventh title as a coach, a role he took up with Al Sadd after hanging up his boots in 2019. .Al Thumama Stadium became the fifth tournament venue to be inaugurated by the organisers on Friday. .The stadium, located 12km (7.5 miles) from Doha’s city centre is set to host matches up to and including the quarter-final stage during Qatar 2022. .Qatar’s Emir Sheikh Tamim bin Hamad Al Thani and president of FIFA, football’s world governing body, Gianni Infantino attended the opening ceremony.",761
762,Published On 12 Oct 2021,Iran’s women football fans snubbed in closed-door S Korea match,Iranian sport officials have contradicted each other on why spectators were banned during a crucial match in Tehran.,".Tehran, Iran – A draw between the national football teams of Iran and South Korea has meant that both countries are one step closer to securing a spot in next year’s World Cup tournament. .The 1-1 result in Tehran on Tuesday kept Iran top of its Qatar 2022 Asian qualification group with 10 points, followed closely by South Korea with eight points. .But what happened off the pitch before the match proved just as important as the result, if not more so, as no spectators were allowed in the capital’s iconic Azadi stadium. .The stands were empty despite that, for weeks, Iran’s football federation had said it wanted about 10,000 fully vaccinated people – including women – to cheer on the national team at the stadium that can hold about 80,000 fans. .Those fans would have been the first image of relative normalisation as the country has curbed a fifth wave of the deadliest COVID-19 pandemic in the Middle East, which has killed more than 123,000 lives, according to official figures. .But even as vaccine imports and country-wide rollout have significantly accelerated in the past two months, more than 200 Iranians are still falling victim to the virus each day. .Moreover, under pressure from FIFA, football’s global governing body, Iranian authorities said they agreed that a number of women would also be allowed to watch the game in the stadium. .So when the football federation announced two days before the match that spectators would not be allowed in, it prompted a social media response from people who said the move may have been aimed at preventing women from entering the stadium. .The issue of allowing women into Iranian stadiums has for years been a point of contention and a constant source of disappointment for fans. .Women were banned from stadiums after the country’s 1979 Islamic revolution, something officials have said is to protect them from inappropriate behaviour by men. .But mounting pressure from FIFA and fans inside the country led to small victories for women in international matches. .In June 2018, a small number of women were allowed to enter the Azadi stadium – in separate seating arrangements from men – for the first time since the revolution to watch a crucial World Cup match between Iran and Spain, held in Russia, from monitors in the stadium. . .Several more limited opportunities were provided, the last of which was in October 2019, when about 3,500 women watched a match where Iran beat Cambodia. .Meanwhile, women continued to be banned from all Iranian league matches, which were regularly held across the country with tens of thousands of male spectators. .No football matches have been held with the presence of fans at stadiums for the past year due to the pandemic. .Speculations about the match with South Korea only grew when top sport officials contradicted each other about why spectators were barred from watching the match at the stadium. .On Monday, Hassan Kamranifar, the secretary general of the football federation, told reports that the decision was an internal one, and authorities felt that filling up the stadium at this point could lead to more COVID-19 infections and damage the country. .But then minutes later, sport minister Hamid Sajadi took to the podium during the same event in Tehran and told reports that the Asian Football Confederation (AFC) has prohibited fans from cheering at the stadium. .“We had the necessary permits for 10,000 fans at the stadium and it would’ve been great for us because we wanted to send the message to the world that our vaccination efforts have been successful,” he said. .The AFC did not respond to a request for comment. .However, indoor cinemas across the country were allowed to air the match live on Tuesday. .Neither official commented on the presence of female spectators, or whether they would be granted access to stadiums in the future. .But Kamranifar told state television later on Tuesday that Iran’s league football matches – which are slated to begin in a week and do not allow female spectators – will soon make preparations to welcome fans. .He also said the football federation will work to host Iran’s future national team matches, which will start in about two months, “with conditions considered by FIFA”. .",762
763,Published On 21 Jun 2021,Qatar 2022: Norway rules out boycotting football world cup,Delegates at extraordinary congress called by the Norwegian Football Federation vote for motion rejecting boycott of the event.,".Norway’s football federation has ruled out boycotting the 2022 World Cup in Qatar despite pressure from its grassroots over accusations of human rights abuses of migrant workers in the Gulf state. .At an extraordinary congress called by the Norwegian Football Federation (NFF) on Sunday, 368 delegates voted for a motion rejecting a boycott while 121 were in favour. .In the run-up to the vote, Ole Kristian Sandvik, spokesman of the Norwegian Supporters Alliance (NSA), said the matches in Qatar will “unfortunately be like playing on a cemetery”, a term commonly used by opponents of Norway’s participation. .Norway has not qualified for a major international competition since Euro 2000 and is currently fourth in its World Cup qualifying group. .So although qualification seems an uphill task, the result of the vote could have had an impact on whether Norway continued to play qualifying matches. .The movement calling for a boycott began when the Tromso IL club spoke out in February. .“We can no longer sit and watch people die in the name of football,” the first division club said. .Tom Hogli, a footballer-turned-public-relations-officer for Tromso IL, told the AFP news agency: “There is no doubt that this World Cup should never have been awarded to Qatar. The conditions there are abominable and many have lost their lives.” .Qatar’s treatment of migrant workers and its human rights record have been under the spotlight since it was awarded the hosting of the tournament in 2010. .The country said it has carried out several labour reforms in the run-up to the mega event that takes place in November and December next year. .In August last year, Qatar announced landmark changes to the labour law, including scrapping the need for a “no-objection certificate” – an employer’s permission to change jobs. Earlier this year, a new minimum wage law was also introduced. .In a poll published by the VG newspaper last week, nearly half of Norwegians (49 percent) are in favour of a boycott, while only 29 percent are against. . .Feeling the pressure from grassroots campaigns, the NFF referred the matter to an extraordinary congress which on Sunday brought together its eight-member executive committee and representatives of 18 districts and hundreds of professional and amateur clubs. .Discussions revolved around the findings of an expert committee which, with the exception of two members representing fans, had already also come out against a boycott. .Rather than a boycott, the committee had recommended 26 measures to consolidate and further the gains made in Qatar. .Norway’s national squad has already protested conditions in Qatar but stopped short of calling for a boycott. .Before recent games, Borussia Dortmund star Erling Haaland, captain Martin Odegaard and their teammates wore t-shirts with slogans like “HUMAN RIGHTS On and off the pitch”. .FIFA argue that awarding the hosting of the World Cup to Qatar has opened the door to social progress. .“We know there is still work to be done, but we need to recognise the significant progress achieved in a very short time,” FIFA president Gianni Infantino said in May. .",763
764,Published On 13 Apr 2021,Lusail Stadium: Building the stage for the Qatar 2022 final,"Lusail Stadium, which will host 10 matches, including the final, is set to be completed by the end of the year.",".Lusail, Qatar – With a capacity of 80,000, Lusail Stadium will be the biggest tournament venue for the 2022 World Cup that takes place in Qatar from November next year. .The stadium – one of eight venues for the tournament – will host a total of 10 matches, including the final and matches during every stage of the event. .Tournament organisers told Al Jazeera the stadium is set for completion “by the end of 2021”, adding its “concrete works, steel superstructure installation and the roof big lift have been completed”. .“The venue’s turf was planted in the precinct’s turf farm in August 2020, with inspections indicating good growth progress and overall health.” .The stadium’s design is inspired by the interplay of light and shadow that characterises the “fanar” lantern. .To deliver on the legacy commitments by the organising committee, Lusail Stadium will feature a school, housing, shops, food outlets and health clinics after the end of the World Cup. .A community football pitch will also be built within the premises. .Some installations will be removed from the stadium “to make way for these new amenities”, according to a stadium factsheet produced by Qatar 2022 organisers. .The tournament will be played in November and December next year to avoid Qatar’s summer heat, where temperatures often go past 40C (104F) during the day.",764
765,Published On 28 Mar 2021,Why are football teams protesting against Qatar 2022 World Cup?,"Ahead of qualifiers, Norway, Germany and Netherlands footballers have protested Qatar’s treatment of migrant workers.",".Footballers are staging on-field protests in the 2022 World Cup qualifiers to highlight Qatar’s treatment of migrant workers and its human rights record that have been under the spotlight since it was awarded the hosting of next year’s tournament. .A media report published earlier this month alleged that 6,500 migrant workers from India, Pakistan, Bangladesh, Nepal and Sri Lanka had died in Qatar since 2010 when the country was awarded hosting rights of the 2022 tournament. .Qatar responded by saying that “the mortality rate among these communities is within the expected range for the size and demographics of the population”. .There have also been protests against harsh working conditions, especially during the summer when temperature often goes past 40C (104F), wage abuse – including on a World Cup stadium site – and lack of rights afforded to migrant workers, who comprise about 95 percent of Qatar’s population. .Qatar’s government told Al Jazeera it has made several reforms over the years around working conditions and labour rights. .The Netherlands national team wore t-shirts emblazoned with the words “Football supports change”. .Norway players wore shirts stating “HUMAN RIGHTS” and “On and off the pitch”. .The German team lined up in black shirts, each with one white letter to spell out “HUMAN RIGHTS” but its football association said it was opposed to boycotting the World Cup. .On Sunday, Denmark players will “dare to make stand in favour of human rights”. .Last week, Amnesty International sent a letter to FIFA President Gianni Infantino, calling on world football’s governing body to use its leverage with the Qatari authorities to help end the abuse of migrant workers. .In August 2020, Qatar announced landmark changes to the labour law, including scrapping the need for an NOC – employer’s permission to change jobs – that rights activists said tied workers’ presence in the country to their employers and led to abuse and exploitation. .The announcement was the latest in a series of labour reforms carried out by the country in the run-up to the 2022 World Cup. .In response to the report earlier this month, Qatar’s World Cup organising committee said it has “always been transparent about the health and safety of workers”. .“Since construction [of stadiums] began in 2014, there have been three work-related fatalities and 35 non-work-related deaths,” a representative said. “The SC [organising committee] has investigated each case, learning lessons to avoid any repeat in the future.” .Earlier this month, Qatar’s Government Communication Office (GCO) told Al Jazeera the country “has made substantial progress on labour reforms and it continues to work with NGOs… to ensure that these reforms are far-reaching and effective”. .“We have improved health and safety standards for workers, strengthened the capacity of labour inspectors… increased the penalties for companies that violate the law,” a recent GCO statement said. .FIFA’s disciplinary code states players and federations can face disciplinary action in cases of “using a sports event for demonstrations of a non-sporting nature”. .However, the organisation said it will not be opening a case against the protests by Germany and Norway players. .“FIFA believes in the freedom of speech and in the power of football as a force for good,” a FIFA spokesperson said. .Last week, Infantino said Qatar has made social progress because of becoming the World Cup host. .England manager Gareth Southgate said the English Football Association and Amnesty have been in talks. .Germany midfielder Joshua Kimmich said the boycott calls have come “10 years too late”. .“It wasn’t allocated this year, but a couple of years ago. One should have thought about boycotting back then,” said Kimmich. .“Now we need to take the opportunity and use our publicity to raise awareness about things. But it’s not just down to us footballers … we should work together.” .Belgium coach Roberto Martinez said it would be a mistake for teams to boycott the World Cup in the wake of player protests.",765
766,Published On 18 Dec 2020,In Pictures: Fourth Qatar 2022 stadium opened for Amir Cup final,,".Doha, Qatar – Al Sadd beat Al Arabi 2-1 to lift the Amir Cup trophy on Friday, with the final being held at Al Rayan Stadium, the fourth Qatar 2022 World Cup venue to be inaugurated. .A small socially distanced crowd witnessed the former Asian Champions League winners lift the coveted trophy on Qatar National Day in the presence of Qatar’s Emir Sheikh Tamim bin Hamad Al Thani. .December 18 also marks two years until the Qatar 2022 final. .Bagdad Boundjah scored both goals for Al Sadd, coached by former Barcelona legend Xavi Hernandez, with Iceland’s midfielder Aron Gunnarsson on the scoresheet for Al Arabi. .The World Cup will kick off in Qatar on November 21 with the final to be played at the 80,000 capacity yet-to-be-completed Lusail Stadium on December 18.",766
767,Published On 18 Dec 2020,Qatar 2022: Football World Cup stadiums at a glance,A quick look at the eight stadiums that will host the Qatar 2022 matches.,".Qatar will host football’s 2022 World Cup, a tournament that will be played across eight stadiums in November and December. .Al Jazeera looks at the status of all eight stadiums that will host the 2022 World Cup matches: .Capacity: 40,000 .Inauguration: May 2017 .Location: Doha .Khalifa International Stadium was the first tournament-ready venue for Qatar 2022 and will host matches up to and including the third place play-off during Qatar 2022. .Built in 1976, it is the only venue which already existed before Qatar was awarded the World Cup, although it has since been transformed. .Capacity: 40,000 .Inauguration: May 2019 .Location: Wakrah .Al Janoub Stadium was the first Qatar 2022 tournament venue to be built from scratch and will host matches up to and including the round of 16 during Qatar 2022. .Located south of Doha in the city of Al-Wakrah, the stadium’s design was inspired by the traditional boats used for pearl diving and fishing. .Capacity: 40,000 .Inauguration: June 2020 .Location: Education City .Education City Stadium was inaugurated in June 2020 during a virtual event that paid tribute to front-line healthcare workers during the coronavirus pandemic. It will host matches up to and including the quarter-final stage during Qatar 2022. .Situated among university campuses in Al-Rayyan, just to the west of Doha itself, and reachable by metro, the stadium will notably host one of the quarter-finals. Its capacity will be reduced by half after the tournament with plans for the seats to be donated to developing countries. .Capacity: 60,000 .Inauguration: November 2021 .Location: Al Khor .Al Bayt Stadium is set to host matches up to and including the semi-final stage during Qatar 2022. .The organisers said about 28,000 seats from the stadium will be donated to developing countries after the tournament. .The venue for the opening game between Qatar and Ecuador on November 20, as well as the group-stage showdown between Spain and Germany and the second semi-final. .It is constructed in the form of a Bedouin tent although there are plans for the upper tier to be removed after the competition. Situated on Qatar’s northeast coast, around 35km (22 miles) from Doha. .Capacity: 40,000 .Inauguration: December 2020 .Location: Al Rayyan .Al Rayyan Stadium was inaugurated on December 18, 2020, to mark two years until the World Cup 2022 final. It is set to host matches up to and including the round of 16 during Qatar 2022. .The home of one of Qatar’s most successful clubs, Al-Rayyan, the stadium has been built on the site of the old venue of the same name. Located where the city meets the desert, its capacity will also be reduced by half after the tournament. .Capacity: 40,000 .Inauguration: October 2021 .Location: Doha .Al Thumama Stadium is set to host matches up to and including the quarter-final stage during Qatar 2022. .Situated to the south of central Doha, close to the city’s Hamad International Airport, the stadium is built in the form of a gahfiya, the traditional cap worn by men across the Middle East. Its capacity will be reduced to 20,000 after the World Cup. .Capacity: 40,000 .Inauguration: November 2021 .Location: Doha .Ras Abu Aboud Stadium will be the first fully demountable tournament venue in football World Cup history. .It will host matches up to and including the round of 16 during Qatar 2022. Its structure is built out of shipping containers on Doha’s waterfront. The number 974 is the international dialling code for Qatar but also represents the number of containers used for the stadium’s construction. .Capacity: 80,000 .Inauguration: September 2022 .Location: Lusail City .Lusail Stadium will be the biggest tournament venue for the 2022 World Cup and will host the final on December 18, along with matches during every stage of the event. .Built in Lusail, a planned city for a population of 200,000 people situated 15km (nine miles) north of central Doha, there are plans for the stadium to be transformed into a community hub after the World Cup, with most of its seats being removed and donated elsewhere.",767
768,Published On 20 Nov 2020,Qatar and FIFA to mark two years to World Cup 2022 kick-off,"Qatar will be the first Middle East and Arab majority country to host football World Cup, promising a ‘unique experience’.",".Football’s governing body FIFA and World Cup 2022 hosts Qatar will celebrate the two years to kick-off milestone online on Saturday, as the preparations for one of the globe’s largest sporting events continue apace amid the coronavirus pandemic. .The celebrations will take place across different digital platforms, with fans set to join from across the world, a statement from Qatar’s Supreme Committee for Delivery & Legacy (SC) said on Friday. .Qatar will be the first Middle East and Arab majority country to host the event, promising a “unique experience”. .“Among the many distinctive features, travelling fans will have the opportunity to potentially attend more than one match a day during the group stage, which will feature an exciting schedule with four daily fixtures, as announced earlier this year,” the statement read. .FIFA President Gianni Infantino praised Qatar’s preparations in what has been a challenging year during the pandemic. .“Despite the difficulties, steady progress was made in the last few months, showing yet again Qatar’s strong and continued commitment – under the leadership of the emir, whom I personally thank – to hosting an unforgettable FIFA World Cup in two years’ time, which will no doubt build a legacy long beyond 2022,” he said. .According to the committee, 90 percent of the infrastructure for the event is complete. .The tournament will feature eight stadiums, with construction on three of them completed, the committee said. .Three more tournament venues are in the final stages of construction: Al Rayyan, Al Bayt, and Al Thumama. The remaining two stadiums are set to be completed in 2021. .The first game of the tournament will take place at the Al Bayt Stadium, which will have a capacity of 60,000 people and is designed to resemble a traditional tent used in the Arab world. .Part of the preparations for the World Cup included the construction of Qatar’s first-ever underground railway system, which was opened to the public in May 2019. .The transport system was utilised by many during the FIFA Club World Cup in December. .The expansion of Qatar’s Hamad International Airport is also planned to accommodate some 50 million visitors a year by 2022. .Former Cameroon international and Barcelona player Samuel Eto’o, who serves as a global ambassador for the SC, said he was “sure fans will find many interesting places to visit when they arrive in this magnificent country in 2022”. .“I like the people in Qatar, they are open and sincere,” Eto’o said in an interview with the committee. .“I also like the fact you always feel safe and secure in Doha and throughout the country. These things should offer football fans a level of reassurance when they come to Qatar for the World Cup.” .Hassan al-Thawadi, secretary-general of the SC, said it was an incredibly important World Cup – “for Qatar, the region and the world”. .“Qatar 2022 will introduce billions of people to the Middle East and Arab world for the first time, and help to foster a greater understanding and break down stereotypes that people may have of our country and region.”",768
769,Published On 3 Aug 2020,CAS rules that forward Almoez Ali is eligible to play for Qatar,The UAE football federation protested that Sudan-born Ali was ineligible after a 4-0 defeat to Qatar in the Asian Cup.,".Qatar forward Almoez Ali, top scorer in last year’s Asian Cup with a record nine goals, is eligible to play for them, the Court of Arbitration for Sport (CAS) ruled on Monday as it dismissed an appeal by the United Arab Emirates. .After a 4-0 semi-final defeat to Qatar at the tournament, the UAE football federation protested that Sudan-born Ali was ineligible and that the match should be awarded to them. .However, CAS said in a statement that it was satisfied that Ali’s mother was born in Qatar, making him eligible to play for them under FIFA rules. .“The CAS panel was comfortably satisfied that the player is a Qatari national who never represented another national association and that he has other ties to his new country Qatar, notably that his biological mother was born in Qatar,” it said. .Ali, who graduated from Qatar’s Aspire Academy, is expected to lead Qatar’s attack again when the Asian champions host the World Cup in 2022 which will also be their debut at the event.",769
770,Published On 15 Jul 2020,Qatar releases match schedule for 2022 FIFA World Cup,,,770
771,Published On 14 Jun 2020,Firm banned from Qatar World Cup projects after unpaid salaries,Company suspended from working on 2022 projects as Amnesty says migrant workers went unpaid up to seven months.,".Organisers of the 2022 FIFA World Cup in Qatar said they have banned a company from working on projects related to the football event as Amnesty International said migrant workers at the firm went unpaid for months. .About 100 employees of a Qatari subcontractor, Qatar Meta Coats (QMC), who were contracted for facade work on the Al Bayt Stadium, went up to seven months without pay and continue to be owed some salaries, Amnesty said on Friday. .QMC has also not renewed residency permits for most of its workers, necessary for foreigners working in Qatar, the rights group added. .The Supreme Committee for Delivery & Legacy, the tournament’s Qatari organiser, said it learned about the unpaid salaries last year and engaged with QMC and other stakeholders, resulting in three months worth of salaries being paid. The committee said owed wages continued to be paid. .QMC was in February taken off the stadium project in and banned from working on World Cup projects until further notice, it said. .“Since construction began in 2014, we have made significant progress and achievements in the area of workers’ welfare. There will always be challenges to address and we are committed to overcoming them,”
the committee said in a statement. .The committee said it was “unacceptable” for workers to suffer hardship and that it was fully committed to the ethical treatment of workers. . .Qatar’s government communication office said QMC had been financially sanctioned and its operations suspended until all outstanding salaries were paid. .The company has since been sold and actions by the new owners to rectify “the neglect of the previous owner”, including renewing residency permits and health insurance, are being overseen by the labour ministry. .“The State of Qatar does not tolerate the unscrupulous treatment of workers,” it said. .Steven Cockburn, Amnesty’s head of economic and social justice said: “Although recent payments will provide some welcome relief for workers, Qatar’s World Cup organisers told us they had known about the salary delays since July 2019. .“This raises the question of why Qatar allowed workers to continue working for months without pay,” he added. .Amnesty accused FIFA of failing to take human rights abuses linked to the 2022 World Cup seriously. .FIFA told Amnesty it contacted the Qatari authorities once it became aware of the investigation, and is now working to ensure that outstanding payments are made.",771
772,Published On 5 Jun 2020,Qatar completes third FIFA World Cup stadium,Education City stadium’s completion to be marked on June 15 with live show celebrating COVID-19 front-line workers.,".Qatar is set to inaugurate a third football stadium completed for the 2022 FIFA World Cup.  .The Education City Stadium, a 40,000-capacity venue on the outskirts of the capital Doha, is right in the middle of some of Qatar’s leading universities. .“The stadium’s completion will be marked on June 15 with a live programme which celebrates the contribution of front-line workers during the coronavirus pandemic,” a statement by the organising committee said on Thursday.  .“The show will also discuss the future of sport, mental health and fan experience in a post-COVID-19 world,” it added.  .The coronavirus pandemic has already thrown the world’s sporting calendar into chaos, forcing the cancellation and postponement of major events.  .These include the 2020 Tokyo Olympic Games scheduled for July and football’s Euro championships due to start this month. Both events will now take place next year.  .Qatar, which will become the first country in the Middle East to host the World Cup, is continuing its preparations and construction to deliver a total of eight venues in time for the 2022 tournament.  .“We are continuing to work at a much slower pace than normal, but we are blessed with already being ahead of the game in terms of infrastructure,” Hassan al-Thawadi, secretary-general of the Supreme Committee for Delivery and Legacy, said on a Leaders in Sport live stream last month.  .“We have completed more than 80 percent of venues two and a half years before kick-off,” he added. .Qatar has started to ease its coronavirus restrictions, allowing people to exercise outdoors without having to wear a mask and extending the working hours of the commercial and service sectors. .So far, the Gulf state has reported more than 63,000 coronavirus cases and 45 deaths.  .The FIFA World Cup is scheduled from November 21-December 18, 2022, breaking with tradition with a winter kick-off to avoid Qatar’s scorching summer heat",772
773,Published On 20 May 2020,Qatar pledges to offer ‘affordable’ World Cup 2022,World Cup organising committee ‘optimistic’ of pandemic’s defeat with an opportunity for fans to ‘celebrate together’.,".While there are concerns coronavirus may cause a global recession, organisers of the World Cup in Qatar said they are optimistic that the pandemic will be beaten and promised an “affordable” experience for fans. .Many countries around the world are expected to suffer historically deep recessions as a result of the virus and the associated lockdown restrictions. .Major sporting events have already been postponed, including the Summer Olympic Games in Japan and football’s European Championship that was due to start next month but has also been moved until 2021. .“By 2022, I’m optimistic that we would overcome this pandemic as a human race collectively,” World Cup organising committee Secretary-General Hassan al-Thawadi said on Wednesday. .“It will be one of the early opportunities for all of us to celebrate together, to engage together, to bring people together.” .Qatar still hopes six of its eight stadiums will be completed by the end of this year despite the COVID-19 disruption. The World Cup is scheduled to be played in November-December 2022 rather than its usual June-July slot, which provides more time for the resumption of international travel. .Qatar has promised the World Cup will be affordable for fans, but the tiny gas-rich nation has been affected by the decrease in economic activity around the globe. .“There’s always the concern about the global economy and the ability of fans to be able to afford travelling and afford coming and participating and celebrating the World Cup,” al-Thawadi said on a Leaders in Sport live stream. .“We are still committed to ensuring that we create a balance between an affordable World Cup … and a price range that is affordable for fans and a price range that is workable, functional for the industry, for service providers, for the supply chain that is responsible for delivering the World Cup.”",773
774,Published On 7 Apr 2020,Qatar denies allegations of corruption in World Cup 2022 bid,US Department of Justice indictment said bribes were paid to football officials to secure their votes.,".Qatar’s World Cup 2022 organisers have denied fresh allegations from the US prosecutors of corruption and bribery to win rights to hosting of the event. .A new US Department of Justice indictment was released on Monday which said bribes were paid to football officials to secure their votes. The indictment, published by a federal court in Brooklyn, accuses media rights handlers and a company from Uruguay of wire fraud and money laundering among other allegations. .According to the prosecutors, representatives working for Russia and Qatar bribed FIFA executive committee officials to swing votes in the crucial hosting decisions of world football’s governing body. .“Qatar’s Supreme Committee for Delivery and Legacy [organisers of World Cup 2022] strongly denies the allegations contained within the court papers made public in the US on 6 April 2020,” it said in a statement sent to Al Jazeera on Tuesday. .“They are part of a long-standing case, the subject of which is not the 2018/2022 FIFA World Cup bidding process. Despite years of false claims, evidence has never been produced to demonstrate that Qatar won the rights to host the FIFA World Cup 2022 unethically or by means that contravened FIFA’s strict bidding rules. .“The SC maintains that it strictly adhered to all rules and regulations for the 2018/2022 FIFA World Cup bidding process and any claim to the contrary is baseless and will be fiercely contested.” .In a statement, FIFA, world football’s governing body, said it supported all investigations into “alleged acts of criminal wrongdoing” and noted it had been accorded victim status in the US criminal proceedings. .“The FIFA Ethics Committee has already imposed sanctions, including life bans, on football officials mentioned in this process,” said a FIFA spokesman. .“As far as FIFA is concerned, should any acts of criminal wrongdoing by football officials be established, the individuals in question should be subject to penal sanctions.” .The indictment states that the three South American members of FIFA’s 2010 executive – Brazil’s Ricardo Teixeira, the late Nicolas Leoz of Paraguay and an unnamed co-conspirator – took bribes to vote for Qatar to host the 2022 tournament.",774
775,Published On 20 Jan 2020,Qatar to build new solar power plant,Energy Minister Saad al-Kaabi says the project will help meet a tenth of the country’s peak energy demand.,".Qatar has signed an agreement with French energy giant Total and Japan’s Marubeni to build a solar power plant capable of producing 800 megawatts, a tenth of country’s peak energy demand, according to the country’s energy minister.  .The Al Kharsaah plant near the capital Doha comes at a cost of 1.7 billion riyals ($467m) and is expected to be complete by 2022 when the country hosts the FIFA World Cup.  .“Today is the commencement of the project itself and we expected by the first quarter of 2021 to have half of the [plant’s] capacity up and running,” Energy Minister Saad al-Kaabi told a news briefing on Sunday. .“It will generate about eight times the size of the solar energy Qatar had pledged to build, helping the organisation of a carbon-neutral event,” al-Kaabi continued, referring to the 2022 tournament. .Qatar’s Siraj Energy, a joint venture owned by Qatar Petroleum (QP) and Qatar Electricity and Water Company (QEWC), will hold a 60 percent stake in the solar plant. The remaining 40 percent will be owned by both Marubeni and Total. .Marubeni will take 51 percent of the minority stake, while Total will have 49 percent. .Patrick Pouyanne, Total’s chief executive, said the solar plant, once complete, will be the largest ever built by the French conglomerate. .Gulf states, heavily dependent on oil and gas, have invested tens of billions of dollars in clean energy projects, mainly in solar and nuclear. .But critics say many such projects are slow to get off the drawing board. .The United Arab Emirates (UAE) said last week its first nuclear power plant would start operating within months after repeated delays to meet safety and regulatory conditions. .The UAE will have the first operational nuclear reactor in the Arab world. .Saudi Arabia, the world’s top crude oil exporter, has said it plans to build up to 16 nuclear reactors, but the projects have yet to materialise. .Critics say the addiction to oil is hard to kick, particularly when supplies remain abundant and the high costs of investment in infrastructure needed to switch to renewables.",775
776,Published On 21 Dec 2019,In Pictures: Liverpool win maiden FIFA Club World Cup,English team lift maiden trophy after Roberto Firmino scores deciding goal against Brazil’s Flamengo in extra time.,".Doha, Qatar- Liverpool beat Brazil‘s Flamengo 1-0 to win the FIFA Club World Cup at Doha’s Khalifa International Stadium on Saturday. .It is the first time Liverpool have won the competition, which features each continent’s champions, and they became only the second English team to lift the trophy after Manchester United in 2008. .Brazilian Firmino drilled home the winner in the ninth minute of extra time to secure victory for Jurgen Klopp’s European champions and Premier League leaders.",776
